timestamp,open,high,low,close,volume,datetime_str
1704196800000,45433.99,45589.68,45271.04,45301.99,2128.11147,2024-01-02T12:00:00Z
1704200400000,45302.0,45705.8,45264.39,45637.93,2253.76868,2024-01-02T13:00:00Z
1704204000000,45637.92,45800.0,44970.0,45258.73,4553.21243,2024-01-02T14:00:00Z
1704207600000,45258.73,45349.98,44833.33,45184.82,4301.03657,2024-01-02T15:00:00Z
1704211200000,45184.83,45399.84,44890.11,45357.84,3052.23783,2024-01-02T16:00:00Z
1704214800000,45357.84,45382.08,44950.48,44966.15,2540.00308,2024-01-02T17:00:00Z
1704218400000,44966.16,45271.2,44944.0,45154.69,1806.0773,2024-01-02T18:00:00Z
1704222000000,45154.7,45243.0,44790.96,45039.49,2347.28624,2024-01-02T19:00:00Z
1704225600000,45039.49,45180.55,44742.96,44788.28,1940.02489,2024-01-02T20:00:00Z
1704229200000,44788.27,45119.76,44600.0,45119.74,2043.74183,2024-01-02T21:00:00Z
1704232800000,45119.74,45297.26,44840.01,44981.73,1591.57491,2024-01-02T22:00:00Z
1704236400000,44981.72,45049.98,44802.01,44946.91,1080.22719,2024-01-02T23:00:00Z
1704240000000,44946.91,45212.57,44862.11,45135.61,1410.31904,2024-01-03T00:00:00Z
1704243600000,45135.61,45329.83,45102.72,45317.58,1166.18095,2024-01-03T01:00:00Z
1704247200000,45317.58,45410.91,45211.73,45274.57,1434.81631,2024-01-03T02:00:00Z
1704250800000,45274.57,45310.0,45151.91,45262.69,739.36966,2024-01-03T03:00:00Z
1704254400000,45262.7,45272.16,45115.59,45183.45,796.786,2024-01-03T04:00:00Z
1704258000000,45183.45,45294.11,45118.91,45172.13,849.38832,2024-01-03T05:00:00Z
1704261600000,45172.12,45363.19,45160.0,45326.93,1264.55564,2024-01-03T06:00:00Z
1704265200000,45326.92,45384.84,44940.93,45011.77,1780.38521,2024-01-03T07:00:00Z
1704268800000,45011.77,45200.0,45001.1,45200.0,1462.95207,2024-01-03T08:00:00Z
1704272400000,45200.0,45500.0,45185.39,45344.67,2006.28796,2024-01-03T09:00:00Z
1704276000000,45344.66,45398.37,45045.95,45151.91,1918.59612,2024-01-03T10:00:00Z
1704279600000,45151.91,45174.07,43500.0,43702.88,7849.69163,2024-01-03T11:00:00Z
1704283200000,43702.89,43716.0,40750.0,42789.38,20155.46959,2024-01-03T12:00:00Z
1704286800000,42789.39,42820.92,42310.0,42529.4,5587.0456,2024-01-03T13:00:00Z
1704290400000,42529.4,42532.0,42050.0,42179.99,4566.2886,2024-01-03T14:00:00Z
1704294000000,42180.0,43009.02,42175.14,43000.01,5175.34831,2024-01-03T15:00:00Z
1704297600000,43000.01,43567.92,42773.34,42992.67,6973.81609,2024-01-03T16:00:00Z
1704301200000,42992.68,43034.59,42600.0,42906.0,2945.17641,2024-01-03T17:00:00Z
1704304800000,42906.0,43050.0,42000.0,42255.72,3314.04996,2024-01-03T18:00:00Z
1704308400000,42255.72,43011.1,42161.1,42596.67,3662.29946,2024-01-03T19:00:00Z
1704312000000,42596.66,42846.17,42518.7,42721.02,1931.53987,2024-01-03T20:00:00Z
1704315600000,42721.02,42966.27,42581.1,42917.62,1692.53055,2024-01-03T21:00:00Z
1704319200000,42917.61,42941.1,42596.24,42749.68,1385.88591,2024-01-03T22:00:00Z
1704322800000,42749.69,42845.23,42591.09,42845.23,1125.77247,2024-01-03T23:00:00Z
1704326400000,42845.23,42983.77,42754.0,42874.01,1619.84247,2024-01-04T00:00:00Z
1704330000000,42874.0,42936.79,42613.77,42708.01,1337.96527,2024-01-04T01:00:00Z
1704333600000,42708.01,43219.36,42690.02,43138.49,1256.1727,2024-01-04T02:00:00Z
1704337200000,43138.5,43220.56,43002.15,43102.8,1274.15811,2024-01-04T03:00:00Z
1704340800000,43102.79,43200.0,42955.5,43149.99,1080.01392,2024-01-04T04:00:00Z
1704344400000,43149.99,43273.08,43072.7,43183.74,971.30246,2024-01-04T05:00:00Z
1704348000000,43183.74,43232.95,43086.59,43155.46,989.98669,2024-01-04T06:00:00Z
1704351600000,43155.46,43261.64,42756.97,42763.08,2402.09322,2024-01-04T07:00:00Z
1704355200000,42763.08,42975.38,42699.83,42849.66,1650.32861,2024-01-04T08:00:00Z
1704358800000,42849.67,43084.38,42849.66,43007.74,1411.97913,2024-01-04T09:00:00Z
1704362400000,43007.73,43100.0,42616.28,43073.26,2250.33233,2024-01-04T10:00:00Z
1704366000000,43073.26,43233.81,42927.33,43176.32,1433.76942,2024-01-04T11:00:00Z
1704369600000,43176.33,43423.95,43097.06,43378.12,2238.88425,2024-01-04T12:00:00Z
1704373200000,43378.11,43484.84,43167.27,43346.68,1658.84054,2024-01-04T13:00:00Z
1704376800000,43346.67,43753.15,43250.0,43676.07,2649.8067,2024-01-04T14:00:00Z
1704380400000,43676.07,44329.99,43608.0,44051.1,5051.47874,2024-01-04T15:00:00Z
1704384000000,44051.1,44134.8,43777.86,43915.71,2764.45038,2024-01-04T16:00:00Z
1704387600000,43915.7,44225.75,43827.69,43990.01,2510.89188,2024-01-04T17:00:00Z
1704391200000,43990.01,44152.09,43881.31,44048.96,1520.18678,2024-01-04T18:00:00Z
1704394800000,44048.95,44437.5,43910.01,43956.48,2603.99272,2024-01-04T19:00:00Z
1704398400000,43956.48,44690.0,43890.9,44113.68,3043.38975,2024-01-04T20:00:00Z
1704402000000,44113.68,44589.04,44113.67,44430.86,2538.90479,2024-01-04T21:00:00Z
1704405600000,44430.86,44729.58,44150.64,44318.0,2470.81905,2024-01-04T22:00:00Z
1704409200000,44318.01,44355.22,44050.0,44151.1,1308.47343,2024-01-04T23:00:00Z
1704412800000,44151.1,44248.47,43950.84,44211.1,1764.77429,2024-01-05T00:00:00Z
1704416400000,44211.1,44284.0,42450.0,43376.0,5302.04832,2024-01-05T01:00:00Z
1704420000000,43376.0,43972.86,43302.0,43506.0,3111.00846,2024-01-05T02:00:00Z
1704423600000,43506.01,43770.0,43409.79,43465.21,1543.67157,2024-01-05T03:00:00Z
1704427200000,43465.21,43629.99,43187.89,43589.88,1790.05634,2024-01-05T04:00:00Z
1704430800000,43589.87,43723.13,43507.48,43644.15,947.34888,2024-01-05T05:00:00Z
1704434400000,43644.16,43926.0,43578.08,43844.82,1112.36781,2024-01-05T06:00:00Z
1704438000000,43845.08,43926.0,43715.93,43777.47,1099.83728,2024-01-05T07:00:00Z
1704441600000,43777.48,43947.99,43771.1,43911.44,989.5563,2024-01-05T08:00:00Z
1704445200000,43911.44,44324.8,43911.44,44147.21,2628.68996,2024-01-05T09:00:00Z
1704448800000,44147.22,44157.03,43433.0,43628.18,1876.88721,2024-01-05T10:00:00Z
1704452400000,43628.19,43916.8,43605.36,43771.34,1560.50376,2024-01-05T11:00:00Z
1704456000000,43771.34,44110.07,43616.0,43882.52,1865.99113,2024-01-05T12:00:00Z
1704459600000,43882.52,44096.49,43721.06,43986.01,1994.26258,2024-01-05T13:00:00Z
1704463200000,43986.01,44062.36,43100.0,43486.04,3583.28008,2024-01-05T14:00:00Z
1704466800000,43488.21,43801.1,43355.54,43500.01,2600.74661,2024-01-05T15:00:00Z
1704470400000,43500.01,43592.64,43220.0,43225.99,2401.19219,2024-01-05T16:00:00Z
1704474000000,43225.99,43627.57,43100.46,43609.53,2540.97502,2024-01-05T17:00:00Z
1704477600000,43609.52,43690.12,43418.0,43610.07,1274.08655,2024-01-05T18:00:00Z
1704481200000,43610.08,43808.07,43520.15,43600.0,1243.82237,2024-01-05T19:00:00Z
1704484800000,43600.0,44357.46,43599.99,43955.07,2500.69771,2024-01-05T20:00:00Z
1704488400000,43955.07,43971.1,43580.51,43946.26,1609.24913,2024-01-05T21:00:00Z
1704492000000,43946.26,44048.64,43764.42,43967.44,1024.55085,2024-01-05T22:00:00Z
1704495600000,43967.44,44318.61,43967.44,44145.11,1709.64887,2024-01-05T23:00:00Z
1704499200000,44145.12,44214.42,43975.0,44068.8,879.60338,2024-01-06T00:00:00Z
1704502800000,44068.79,44094.4,43906.19,43970.64,857.49986,2024-01-06T01:00:00Z
1704506400000,43970.65,44009.24,43823.06,43909.31,718.07637,2024-01-06T02:00:00Z
1704510000000,43909.31,44018.57,43812.5,43931.1,668.28232,2024-01-06T03:00:00Z
1704513600000,43931.1,43971.1,43832.0,43850.0,422.35739,2024-01-06T04:00:00Z
1704517200000,43850.01,43871.1,43588.0,43698.72,1174.66016,2024-01-06T05:00:00Z
1704520800000,43698.72,43700.34,43425.0,43454.7,1659.55792,2024-01-06T06:00:00Z
1704524400000,43454.7,43668.02,43397.05,43653.2,986.22209,2024-01-06T07:00:00Z
1704528000000,43653.2,43744.37,43551.28,43692.33,813.66676,2024-01-06T08:00:00Z
1704531600000,43692.33,43756.0,43636.7,43651.9,562.07964,2024-01-06T09:00:00Z
1704535200000,43651.9,43771.1,43584.0,43694.48,677.68295,2024-01-06T10:00:00Z
1704538800000,43694.47,43705.23,43616.02,43671.96,396.12062,2024-01-06T11:00:00Z
1704542400000,43671.97,43750.0,43527.27,43607.96,531.76575,2024-01-06T12:00:00Z
1704546000000,43607.95,43740.27,43542.0,43704.07,473.0935,2024-01-06T13:00:00Z
1704549600000,43704.08,43920.08,43703.41,43828.21,998.40603,2024-01-06T14:00:00Z
1704553200000,43828.2,43898.0,43791.1,43867.17,606.8731,2024-01-06T15:00:00Z
1704556800000,43867.17,43978.78,43828.5,43872.34,762.52286,2024-01-06T16:00:00Z
1704560400000,43872.35,44000.0,43842.97,43963.72,618.69382,2024-01-06T17:00:00Z
1704564000000,43963.73,44148.58,43884.04,43995.89,883.24997,2024-01-06T18:00:00Z
1704567600000,43995.89,44017.46,43830.88,43906.36,706.77767,2024-01-06T19:00:00Z
1704571200000,43906.35,43961.33,43611.19,43826.44,727.31918,2024-01-06T20:00:00Z
1704574800000,43826.45,43935.21,43723.76,43889.43,583.21345,2024-01-06T21:00:00Z
1704578400000,43889.43,43928.0,43740.0,43878.61,480.5904,2024-01-06T22:00:00Z
1704582000000,43878.62,43980.0,43732.5,43968.32,646.74625,2024-01-06T23:00:00Z
1704585600000,43968.32,44259.29,43915.56,44119.11,1359.49776,2024-01-07T00:00:00Z
1704589200000,44119.11,44160.0,43963.89,43967.72,668.136,2024-01-07T01:00:00Z
1704592800000,43967.71,44089.1,43833.4,43930.28,741.95675,2024-01-07T02:00:00Z
1704596400000,43930.28,44034.92,43904.18,43940.41,627.84726,2024-01-07T03:00:00Z
1704600000000,43940.41,44035.9,43885.24,44000.0,545.34387,2024-01-07T04:00:00Z
1704603600000,44000.01,44067.84,43843.52,43885.47,519.68969,2024-01-07T05:00:00Z
1704607200000,43885.48,44088.01,43858.0,44022.0,705.67701,2024-01-07T06:00:00Z
1704610800000,44021.99,44100.0,43991.1,44080.0,576.4073,2024-01-07T07:00:00Z
1704614400000,44080.0,44167.81,44000.0,44017.99,866.45352,2024-01-07T08:00:00Z
1704618000000,44018.0,44065.0,43880.65,43938.9,745.22164,2024-01-07T09:00:00Z
1704621600000,43938.9,43996.0,43906.91,43960.0,673.28346,2024-01-07T10:00:00Z
1704625200000,43960.0,44118.19,43959.1,44061.1,738.77639,2024-01-07T11:00:00Z
1704628800000,44061.1,44139.43,43969.62,44088.63,637.81941,2024-01-07T12:00:00Z
1704632400000,44088.63,44449.98,44082.66,44409.31,2234.29499,2024-01-07T13:00:00Z
1704636000000,44409.31,44480.59,44277.12,44402.0,1427.92526,2024-01-07T14:00:00Z
1704639600000,44402.0,44431.1,43945.15,44047.57,1672.94945,2024-01-07T15:00:00Z
1704643200000,44047.57,44185.0,43857.14,43922.0,1260.33931,2024-01-07T16:00:00Z
1704646800000,43922.0,44110.15,43700.0,44064.84,1223.59528,2024-01-07T17:00:00Z
1704650400000,44064.83,44176.04,44035.25,44106.11,546.77236,2024-01-07T18:00:00Z
1704654000000,44106.11,44262.53,44041.27,44244.77,560.18451,2024-01-07T19:00:00Z
1704657600000,44244.77,44269.92,44120.0,44120.01,527.84094,2024-01-07T20:00:00Z
1704661200000,44120.01,44249.0,44110.45,44231.53,551.38125,2024-01-07T21:00:00Z
1704664800000,44231.53,44231.54,43778.13,43862.85,1399.67049,2024-01-07T22:00:00Z
1704668400000,43862.85,44024.99,43572.09,43929.02,2212.7869,2024-01-07T23:00:00Z
1704672000000,43929.01,43986.0,43625.18,43632.0,1712.48374,2024-01-08T00:00:00Z
1704675600000,43632.0,43809.18,43610.25,43713.06,1111.57206,2024-01-08T01:00:00Z
1704679200000,43713.07,43800.07,43175.0,43371.09,2425.01013,2024-01-08T02:00:00Z
1704682800000,43371.09,43568.85,43225.0,43518.2,2122.92505,2024-01-08T03:00:00Z
1704686400000,43518.2,43610.68,43430.79,43599.26,1115.01613,2024-01-08T04:00:00Z
1704690000000,43599.26,43650.0,43475.0,43641.74,1134.27526,2024-01-08T05:00:00Z
1704693600000,43641.74,44341.8,43584.87,43912.87,3381.02051,2024-01-08T06:00:00Z
1704697200000,43912.88,44074.99,43784.86,43974.55,1527.12031,2024-01-08T07:00:00Z
1704700800000,43974.55,44069.41,43851.1,43868.53,829.24271,2024-01-08T08:00:00Z
1704704400000,43868.53,43920.14,43641.73,43720.46,1124.68124,2024-01-08T09:00:00Z
1704708000000,43720.45,44128.19,43689.26,44088.85,1256.15965,2024-01-08T10:00:00Z
1704711600000,44088.86,44688.0,43950.0,44635.99,3426.18407,2024-01-08T11:00:00Z
1704715200000,44636.0,45200.0,44350.0,45111.09,7517.5607,2024-01-08T12:00:00Z
1704718800000,45111.1,45179.14,44807.56,44911.58,3323.31376,2024-01-08T13:00:00Z
1704722400000,44911.58,45090.0,44724.37,44783.91,2288.27888,2024-01-08T14:00:00Z
1704726000000,44783.9,45333.0,44667.22,44963.04,4083.38544,2024-01-08T15:00:00Z
1704729600000,44963.04,45171.42,44793.97,44940.3,2531.38293,2024-01-08T16:00:00Z
1704733200000,44940.31,45668.88,44903.86,45648.0,4294.58934,2024-01-08T17:00:00Z
1704736800000,45648.01,46995.0,45648.0,46970.01,10702.46628,2024-01-08T18:00:00Z
1704740400000,46970.02,47248.99,46540.01,46979.35,6934.53877,2024-01-08T19:00:00Z
1704744000000,46979.36,47143.15,46709.92,46774.01,3446.6373,2024-01-08T20:00:00Z
1704747600000,46774.01,47207.16,46653.84,47071.41,2789.04666,2024-01-08T21:00:00Z
1704751200000,47071.41,47120.0,46799.18,46999.99,1797.3167,2024-01-08T22:00:00Z
1704754800000,47000.0,47100.0,46833.88,46951.04,1940.36827,2024-01-08T23:00:00Z
1704758400000,46951.04,47150.0,46230.0,46668.88,4454.55224,2024-01-09T00:00:00Z
1704762000000,46668.87,46786.83,46288.0,46556.62,2579.21111,2024-01-09T01:00:00Z
1704765600000,46556.62,46785.22,46483.83,46779.81,1420.86767,2024-01-09T02:00:00Z
1704769200000,46779.82,46974.42,46750.92,46926.96,1647.49829,2024-01-09T03:00:00Z
1704772800000,46926.96,46940.0,46670.91,46803.54,1286.08627,2024-01-09T04:00:00Z
1704776400000,46803.54,46858.0,46599.43,46714.67,1293.90068,2024-01-09T05:00:00Z
1704780000000,46714.66,46838.4,46665.84,46788.01,911.5216,2024-01-09T06:00:00Z
1704783600000,46788.02,46931.7,46735.18,46825.51,1215.90126,2024-01-09T07:00:00Z
1704787200000,46825.52,46874.94,46510.0,46544.65,1331.10707,2024-01-09T08:00:00Z
1704790800000,46544.65,46694.61,46407.9,46491.99,1571.60244,2024-01-09T09:00:00Z
1704794400000,46491.99,46680.0,46381.1,46441.89,1685.90791,2024-01-09T10:00:00Z
1704798000000,46441.88,46644.0,46426.2,46615.99,1430.21749,2024-01-09T11:00:00Z
1704801600000,46616.0,47000.0,45450.0,46166.35,4416.37703,2024-01-09T12:00:00Z
1704805200000,46166.36,47051.21,46055.51,46834.0,5041.75722,2024-01-09T13:00:00Z
1704808800000,46834.01,47007.83,46498.93,46561.1,2999.84714,2024-01-09T14:00:00Z
1704812400000,46561.11,47010.0,46429.31,46868.09,3353.84219,2024-01-09T15:00:00Z
1704816000000,46868.08,46975.0,46719.69,46902.88,1950.39781,2024-01-09T16:00:00Z
1704819600000,46902.89,46919.99,46632.01,46715.99,1744.55384,2024-01-09T17:00:00Z
1704823200000,46716.0,46731.1,46500.0,46640.5,2182.23673,2024-01-09T18:00:00Z
1704826800000,46640.5,46890.0,46573.92,46876.01,1433.29461,2024-01-09T19:00:00Z
1704830400000,46876.0,46930.74,46591.6,46642.54,1427.66813,2024-01-09T20:00:00Z
1704834000000,46642.53,47972.0,44748.67,45439.44,17027.62509,2024-01-09T21:00:00Z
1704837600000,45439.44,46261.09,45295.19,46254.0,4757.30303,2024-01-09T22:00:00Z
1704841200000,46254.0,46254.01,45924.0,46110.0,2764.38932,2024-01-09T23:00:00Z
